processed_text_gpt_lematizado,count
glicina,2
vitreo,2
pratica,2
rabdomiolise,2
magnolia,2
tvppa,2
hspaciente,2
vascularpc,2
isomioticas,2
alaranjada,2
óptico,2
degenerações,2
clacio,2
preservas,2
medianas,2
imipenem,2
bacterioscopia,2
unimedbh,2
mganalgesiarm,2
ultrafiltração,2
mcgglifage,2
crítica,2
jerson,2
ímpares,2
tpsv,2
mediobaixo,2
pareadas,2
stt,2
marabril,2
volêmico,2
periferias,2
microhematúria,2
linazolida,2
femoropopliteo,2
maculares,2
largo,2
rinse,2
pósmiccional,2
meidcada,2
vecn,2
perinasal,2
bromidrose,2
trezet,2
chamra,2
diagnósticosproblemas,2
modesto,2
varicosa,2
mximq,2
tubaria,2
infeccção,2
cora,2
gripeconduta,2
terminalidade,2
akemi,2
instrumentadorrose,2
anestesistadr,2
circulantefrancisca,2
enfermeirofernanda,2
instru,2
consicencia,2
endocervical,2
sedrm,2
assicronico,2
brasilandia,2
pane,2
íleotransverso,2
brida,2
cicatrizaçao,2
resultura,2
amamentar,2
germinativas,2
seminoma,2
trd,2
humano,2
secundarios,2
infraglotico,2
germana,2
prescreveu,2
daniella,2
multiparamêtros,2
pioram,2
rvm,2
numerica,2
neurofibromatose,2
engoliu,2
olivio,2
miocardico,2
hmt,2
situada,2
putti,2
dificit,2
alérgias,2
espirolactona,2
ccv,2
ativareativa,2
ecogênico,2
compressível,2
detectável,2
alison,2
sete,2
lagoas,2
meqh,2
laboratoriaissegue,1
algicos,1
epilépticas,1
punciodado,1
conirma,1
cleusa,1
cirugicos,1
sorroterapia,1
ocusivo,1
diutiprioridade,1
broncoaspirativatraqueobronquite,1
apesclerose,1
dmhashipotireoidismohipoacusia,1
odhpb,1
riluzol,1
xdmirtazapina,1
xdsertralina,1
xdgabapentina,1
xdomeprazol,1
xdlevotiroxina,1
xdxigduo,1
mgmg,1
xdlosartana,1
xdciprofibrato,1
xdsimeticona,1
xdlactulona,1
xdatrovent,1
inalações,1
xdaerolin,1
continuopaciente,1
ntrito,1
anictéricoalertra,1
tetraparesiabasalrci,1
impressãostatus,1
atbdesmame,1
bipapavaliar,1
familiaresliberar,1
oralreconciliação,1
sensoresmanguito,1
fiho,1
clínicoevolução,1
reitrada,1
oralrealizado,1
fraldaorientada,1
decubitocolocado,1
antesescara,1
opacificação,1
salbut,1
metilpred,1
euvolemia,1
diuréticos,1
iecabra,1
periprocedimento,1
hospitalismo,1
leitocalmasonolentaem,1
lmingrades,1
elevadasleito,1
travadomantendo,1
flogisticosorolizadoctvs,1
abdomemlimpo,1
secoalega,1
pelicilinacom,1
hasobesidadecom,1
identificaçãocom,1
sobrinhaaferido,1
normalidadessem,1
tinh,1
rudio,1
distensivel,1
psoasiliaco,1
equimosesnem,1
petequiasnem,1
hipermico,1
momentoorientadas,1
campainhasempre,1
diuporem,1
condutaorientaçao,1
vmec,1
diurml,1
reavaliaçãofrancisca,1
anosig,1
erroig,1
semanaspaciente,1
celestone,1
iteratividadeidade,1
pfeg,1
vaiando,1
variando,1
realizadommii,1
higido,1
vesicoureteral,1
ladoconduta,1
dario,1
uasapaciente,1
ligera,1
refee,1
uq,1
euqando,1
néga,1
iranildes,1
sntomaticos,1
fludrocortisona,1
enviar,1
hipocalemica,1
torpedo,1
inernaçao,1
normalcate,1
aasscv,1
afrima,1
elifore,1
infradiafragmaticas,1
hglic,1
opacidads,1
peribroncovasculares,1
segemnto,1
linfononodo,1
admitindo,1
ecográficas,1
constantecorrimento,1
escurogpmac,1
dionogest,1
hélia,1
gnm,1
anastrosol,1
hcc,1
capilarhsmedicado,1
decubitoinstalado,1
repucionada,1
downstating,1
virus,1
cópias,1
quimioembolização,1
poderiam,1
demonstrar,1
prévioseda,1
captantes,1
centraldegeneração,1
vviii,1
hepatocarcinoma,1
coexistem,1
hiperdensidades,1
supracitadas,1
capsularhá,1
abdominopélvico,1
agudalaboratório,1
condutasreencaminho,1
downstaging,1
doneça,1
fígaado,1
hcvretorno,1
significado,1
clínicotratamento,1
rituximabe,1
crur,1
hglciada,1
glciemia,1
hiperglicmeia,1
restadiamento,1
dlphas,1
hctznefrolitiase,1
espirrando,1
desconges,1
inalaçoes,1
valsartanaapresentou,1
alternadossuspender,1
hipotensores,1
normocoradoanictérico,1
dispenso,1
amitida,1
hidratadacontactuando,1
nauseavomitos,1
arrotos,1
associadasalergia,1
amox,1
instrumentadoraneide,1
pararam,1
kgalergia,1
erodas,1
trmos,1
perviopaciente,1
luizh,1
caioh,1
intercorrenciash,1
rpaencaminhado,1
hpmadia,1
cardioversao,1
chad,1
clopidrogrel,1
daaglifozina,1
sraabdomee,1
neointimaçreestenose,1
vpexames,1
mmiieda,1
antrocolonoscopia,1
sinusalrx,1
aterior,1
sramembros,1
cdassocio,1
enfiou,1
oreinta,1
retriada,1
confirmadodados,1
cadastraiscom,1
provavelmnente,1
monitorizo,1
ecgpaciente,1
hrsnega,1
captoprilverifico,1
joseth,1
silviano,1
reiscoren,1
pustulosas,1
escabiosecdsintomatiocs,1
nasaltorax,1
bllod,1
recuperaçãoh,1
médicasem,1
intercorrenciasrecusa,1
rutherford,1
dmicchasdlp,1
regressao,1
ertapenemmeropenem,1
bifasico,1
bipapsacado,1
estenoticos,1
hunter,1
pediosa,1
perfundio,1
reitero,1
aparelhoap,1
círculo,1
baguete,1
parabrisa,1
enrolamento,1
ikeda,1
garciafisioterapeuta,1
olhorelata,1
telhadista,1
olhonega,1
paraórtico,1
esquerdaperipancreático,1
interaortocaval,1
hipercaptante,1
paraortico,1
esquerdaperiatrico,1
noss,1
eu,1
hipercaptantes,1
dee,1
ocularconduta,1
csf,1
classificaçãosobrepeso,1
condutab,1
lesãointraepitelial,1
ced,1
ginna,1
encaminhad,1
lesãp,1
medição,1
stanglit,1
aerodini,1
anecogenico,1
brt,1
transversecomia,1
portdora,1
subestenosante,1
novasorce,1
ambulatoriallnh,1
torácicacefaléianáuseasvômitoscomorbidades,1
sinvastatinaalergia,1
hidratadoneurológico,1
meníngeosrespiratório,1
adventícioscardiovascular,1
perfusãoabdome,1
panturrilhastegumento,1
alteraçõescondutaecg,1
agoracaptopril,1
reavaliareiatendimento,1
kalyne,1
batalha,1
parquinho,1
subindo,1
escorregador,1
mancando,1
rcrnf,1
normoativo,1
pifrs,1
casaalergias,1
negatibo,1
justantecedentes,1
hipotireoideo,1
dislipidêmico,1
terciári,1
cardiologiapaciente,1
aborrecimento,1
eupneicoacv,1
obesonega,1
tóraxronaldo,1
obstruído,1
invertido,1
microcálculo,1
antecedentespoi,1
acromioplastia,1
naylon,1
continuidadeanestesia,1
referwe,1
dgin,1
datismo,1
orientadaau,1
condutainternçãousg,1
estourado,1
ktofal,1
constatamos,1
extravassamento,1
abrirá,1
donprimigesta,1
cirru,1
saafteve,1
abortossem,1
tvpplacenta,1
streptococcus,1
achromobacter,1
xylosidans,1
reavivado,1
recuperaçao,1
anestesicaliberar,1
hrsprescrevo,1
celina,1
gasos,1
destribuido,1
mcgml,1
graveestavel,1
hemodinamicacmente,1
vesicointenstinais,1
vencido,1
zerar,1
náseas,1
hemorroidamedicamento,1
hemorroidasinais,1
apalpação,1
tasyreavaliação,1
comunicalo,1
intrahospitalaroriento,1
triciclicos,1
cci,1
proveninte,1
deixados,1
semanarefere,1
orlnega,1
ndncdamoxi,1
retornouss,1
carotvertnormalestávelrm,1
angioirm,1
controlemanter,1
aasrefere,1
tevetem,1
inquiri,1
delle,1
traumaequipe,1
inguinomaleolarsem,1
tumorsem,1
laudopa,1
xfcsat,1
tequipe,1
simedicona,1
elita,1
gleiciana,1
espontaneos,1
oplantao,1
eleavadas,1
colenta,1
sague,1
intercorrecia,1
parkisonismo,1
titularhoje,1
urinanega,1
engasgosmedicação,1
guttalax,1
vígil,1
xvestir,1
pulpilas,1
dipositivos,1
msed,1
certifiquese,1
avps,1
fisicopupilas,1
sraforça,1
diademaanamneseexame,1
hyá,1
medicaçãoorientaçõesalta,1
cerebralalergia,1
ivermectinaantibiótico,1
poltronaao,1
adventíciossne,1
infusãopicc,1
claves,1
flogísticosmmii,1
edemasnega,1
respiratóriorefere,1
bexigomaoriento,1
necessárioaguarda,1
broncoscopiah,1
medicando,1
naja,1
aquinoenfermeiroa,1
oralmgcx,1
anosdum,1
dicling,1
anega,1
saltcolo,1
ccommgusg,1
tvmamascolpistatin,1
cidz,1
xdiafenofibrato,1
atorvasatina,1
apdlp,1
mucatorvastatina,1
diagnósticadlp,1
condutaotimizo,1
atorvastaina,1
mgassocio,1
mgsolicito,1
hstossevac,1
alteraçõesrino,1
congetao,1
naslhd,1
koid,1
buprofeno,1
topicas,1
verica,1
contunua,1
ofensivas,1
retororbitaria,1
adventíciostemp,1
safprev,1
tadalafilaabdome,1
massascd,1
orientaçãoexames,1
edemacioado,1
decubutos,1
contatcuando,1
ejum,1
encqaminho,1
ordenhado,1
hrecebeu,1
priscilla,1
caverdilol,1
tempoa,1
presccrita,1
observaçãoao,1
tdh,1
imipra,1
reaçozada,1
dialoga,1
vivacidade,1
leucociots,1
compensados,1
dosadora,1
giuliana,1
alvarez,1
camarãoef,1
chaaecg,1
receitacd,1
enfermagemoriento,1
retonarnado,1
substituo,1
salientou,1
deixei,1
figueira,1
lamana,1
gomx,1
usgmamas,1
btv,1
tensomplast,1
gtransparente,1
gengica,1
sintomaticosalergias,1
provoca,1
extremas,1
felizes,1
tristes,1
eufórico,1
zangado,1
poderes,1
precisasse,1
fluxolminfio,1
pinspcmhfrbpmtispeepcmh,1
tube,1
soltas,1
fixas,1
emincubadora,1
instituiçãomãe,1
erradas,1
adormecer,1
receitahpma,1
diagnosticar,1
perguntará,1
demoram,1
funcionar,1
trabalharão,1
agem,1
cérebro,1
ferir,1
ouvir,1
ouvem,1
acreditar,1
verdadeiras,1
terapeuta,1
concentram,1
comportar,1
futuro,1
desaparecerem,1
ultrapassar,1
sobrepesolab,1
impressãopaciente,1
cnorecebe,1
distrações,1
espessante,1
verficar,1
venbtilatório,1
lotesinais,1
gostos,1
cheiros,1
iagnostico,1
relacionar,1
quiser,1
acontecer,1
fale,1
tromoembólicos,1
ventilatórias,1
lococcipitalfreqdiaria,1
intmodtipopressaosintomasfotofono,1
desprivaçao,1
sonoaurasim,1
migranea,1
condutamiosan,1
cirurgicacomorbidades,1
penicilinaao,1
examejoelho,1
flogisticosconduta,1
esquerdohma,1
appdmem,1
evidentesconduta,1
pslavagem,1
pesojá,1
reparadoralimentação,1
trabalhosedentáriointestino,1
hipogordurosas,1
hipoglicemicas,1
hpossodicas,1
enxaquecarelata,1
litiasica,1
nutrologiahd,1
orientadoacompanhado,1
cuidadorarespirando,1
hepaticaem,1
esposareferem,1
glioblastoma,1
nauseasteve,1
cirurgiaainda,1
radioap,1
meningeosbrnf,1
labstc,1
rar,1
etm,1
gonadais,1
hipotereoidismo,1
gasglow,1
orientaçõesmantida,1
pontimhos,1
pretos,1
sistemicasao,1
descritocd,1
localhemogramaretorno,1
quirodáctilos,1
turvacao,1
convulsivos,1
inalatório,1
karla,1
inapatência,1
adamalub,1
medicaçãoef,1
racddx,1
rastreioreeaval,1
incoerciveis,1
begorientado,1
consumidos,1
azeitona,1
guaraná,1
amanteigadas,1
versão,1
desnatada,1
formam,1
pimentão,1
matte,1
pinga,1
virgem,1
embutidosou,1
tuberculos,1
tuberculo,1
hiperacusia,1
seghd,1
flogisticosao,1
msdoriento,1
necessárioadriana,1
metoclopramina,1
evtramalev,1
postata,1
anlodipinolosartanahctzmtf,1
familiarsem,1
alimentarnega,1
disponibilizado,1
hdaidosa,1
enrolada,1
laboratoriaistomografia,1
operacional,1
convexidades,1
visuaisusa,1
acosnão,1
prescritoen,1
focaisrnm,1
angiornm,1
significativasconduta,1
losartaan,1
audíveisabd,1
ameuristmáticas,1
aquisções,1
aneurismáticas,1
investigaçãocoagulograma,1
lipidograma,1
triglicerídeos,1
rif,1
hemossedimentação,1
arterite,1
temporaleletrocardiogramatc,1
contrasteecocardiograma,1
voatorvastatina,1
vocontrole,1
presssorica,1
permissivo,1
riscovigilancia,1
consultoriorealziado,1
prescritasadministrado,1
pedrosa,1
anosneurocirurgiapo,1
transcalosa,1
intraventricularem,1
hiodrocefaliaao,1
orientadofm,1
interdigital,1
benedita,1
qpdor,1
cabergolinaexame,1
esquerdorm,1
locadatc,1
rotineira,1
judicial,1
sicalergia,1
cerebralcondutaaguardo,1
mesesmc,1
físicaatorvastatina,1
welen,1
riello,1
consultaencaminhada,1
intensosem,1
queixasnão,1
negacx,1
polipectomiacd,1
insiste,1
perdera,1
mesesmantenho,1
tentara,1
peçle,1
acordadoacamadocom,1
colção,1
fraldaenfaixamento,1
mielpp,1
inferioresnega,1
desconheçe,1
medicamentosascom,1
enefrmagem,1
depressões,1
nortmalidade,1
bilicare,1
buthani,1
transcutânea,1
tecenfermagem,1
nevos,1
melanociticos,1
prescisar,1
relializado,1
sgeurança,1
pelv,1
ppgo,1
coarctação,1
fenetoina,1
rfelata,1
corizam,1
comn,1
ededma,1
amigdalitec,1
sonoelnta,1
anestecista,1
emedicação,1
hipotenção,1
moniotrar,1
expulsiva,1
refratario,1
hurologia,1
continuidaderiscos,1
paxhbgl,1
insulinagliecocardiofenormal,1
condutarosua,1
curv,1
agli,1
duplicada,1
feriu,1
fisicaqueixa,1
fluxostatus,1
antecedenteshasdmcardiopataaavaliaçãoaborda,1
vasoativasrrecomendaçõespossui,1
oleosa,1
escoriada,1
paresentando,1
jogando,1
jones,1
chmsa,1
encefalica,1
craniectomia,1
midriática,1
médiofixa,1
normotensommii,1
tvpneurologia,1
pacienter,1
gravissimo,1
retardo,1
desfavoravel,1
esposoexames,1
hematoinfecciso,1
renalmetabolico,1
intensivopela,1
infecciosafst,1
motoravancocinemia,1
terapeuticosem,1
previssão,1
ordemsem,1
marquioni,1
poucoprodutiva,1
distermias,1
anotadas,1
cred,1
pku,1
sharley,1
ureterocele,1
vicariane,1
paravesical,1
esqauerda,1
modicações,1
pósoperatória,1
procedimneto,1
interocoencia,1
vomitoquadro,1
salgadoap,1
dedoconduta,1
cealexina,1
mecânicodependente,1
isofotorreagentesoroscopia,1
alteraçõesbrnftssopromv,1
rescrevo,1
sianais,1
lmon,1
moblizaçao,1
identificaçãoconscienteorientadacontactuandorefere,1
inferioresmantendo,1
identificaçãosvd,1
fraldapaciente,1
aceitado,1
decibito,1
dextroapresenta,1
despresado,1
alaranjadopaciente,1
juceleine,1
intercorerênciaspaciente,1
hforneço,1
eugenia,1
britocrmsp,1
bicameral,1
biotronik,1
evity,1
drt,1
daco,1
clinocp,1
favoreaveis,1
percutaneo,1
revascularizacao,1
circgia,1
concardio,1
respiratoriodevido,1
definitivoevolucao,1
febreao,1
cohi,1
cotel,1
veaaneuro,1
pifcardio,1
panturrilahs,1
gtsaguarda,1
livresresp,1
gast,1
inocenterhm,1
presentehi,1
poltronapuncionado,1
dexametasonaescopolaminadipironatramadol,1
evreavaliação,1
tornouse,1
semiespesso,1
posicional,1
lesçao,1
amolecida,1
niovel,1
hipoecogenica,1
medicacom,1
raimunda,1
gestacionais,1
boquieo,1
procedimentoassina,1
pnso,1
cole,1
enterocolonica,1
sepultamento,1
itaqrera,1
convertida,1
detectadopt,1
mesoapendice,1
periapendicite,1
fibroleucocitária,1
malignidadeimuno,1
naga,1
medicamnetos,1
clorana,1
glifageformula,1
bemsem,1
ressecados,1
períciacdrealizo,1
trabalhoautorização,1
esqueda,1
marcadorproposta,1
sedganhou,1
internaçã,1
mesessolicitar,1
colonoscopiaassintomaticadesorientada,1
desatuliazadosvem,1
desejando,1
transitotc,1
sedcd,1
inflado,1
polfix,1
forigato,1
tegcongelação,1
livreprocedimento,1
intercorenicas,1
ltoeabd,1
distentido,1
cpom,1
secreação,1
serohemáticospresença,1
eventração,1
feridalabs,1
renalprogrido,1
rotinafisioterapia,1
jardim,1
dagues,1
bacterianashipótese,1
necessáriostatus,1
adminsitardo,1
flogisticosfaz,1
fiusa,1
alteraçãoh,1
esquerdah,1
simoneadrianah,1
pacifico,1
bilateralcurativo,1
secocvd,1
loóuios,1
anoto,1
luftalh,1
desjejumh,1
lucelia,1
ivastem,1
recorrentesexameshb,1
eosrastd,1
betalacto,1
caseina,1
físicobegcoradaeupneica,1
brtss,1
diagnósticaasmarinite,1
condutaclenil,1
adultaposicionado,1
poltronanega,1
avt,1
levomeprazina,1
apósh,1
deh,1
regras,1
jantahs,1
ofertadohs,1
sonolentohs,1
bramicar,1
caluzil,1
tarfic,1
dfireiti,1
gastroenteritevomitosfebredor,1
corpodiarreiaqueixa,1
atbterapiasintomáticosstatus,1
cardioqp,1
esquecimentosusas,1
hcz,1
atorv,1
noturnotg,1
mdkca,1
nenhummedicamento,1
declaro,1
escopilamina,1
quiexas,1
tossecoriza,1
otalgianega,1
cefaléianega,1
temperaturac,1
acvr,1
corizahma,1
ivascdoriento,1
hídricaprescrevo,1
budesonidaoriento,1
orosocpia,1
embrocação,1
pfannenstiel,1
diérese,1
histerotomia,1
kerr,1
onfalotomia,1
curagem,1
histerorrafia,1
cuidadosa,1
intradérmica,1
lavada,1
absorvíveis,1
esquerdahemiparesia,1
asuencia,1
monocryl,1
bezetacilhasbeg,1
epenico,1
itucdecg,1
enfermagemretirado,1
repousosem,1
soliciar,1
rfetorno,1
sncope,1
síncopetraz,1
estoses,1
críticas,1
glisoeencefalomálacea,1
gliosemicroangiopatia,1
probalidade,1
vasovagal,1
melochero,1
colunainicio,1
comorbidadeshasdm,1
catiana,1
coproestase,1
tireide,1
topica,1
espongiforme,1
isoec,1
localizadon,1
condutaaddera,1
normolipídica,1
emta,1
desligarmos,1
agogipnimac,1
covidao,1
hiperemiadacd,1
lúcia,1
myrella,1
curtas,1
mediu,1
crânionov,1
microangiopatiaecg,1
sinvastatinaressonância,1
crânioangiorressonância,1
cerebralangiorressonância,1
cervicalholterhecocardiograma,1
familaires,1
veiorelatam,1
cardíacaem,1
suspensorecebeu,1
agitaçãoatualmente,1
calmadormindo,1
agitaçãodiz,1
engasgosa,1
agitadaaté,1
bomusou,1
insôniaapetite,1
mesesatualmente,1
oscila,1
noiteatualmemte,1
deglutirmelhorou,1
linguagemdesde,1
confusões,1
reconhecia,1
diamesmo,1
agitadatem,1
trabalhos,1
manuais,1
sequer,1
assinar,1
chorava,1
xingava,1
irritavel,1
queria,1
aflita,1
quetiapinadiz,1
matar,1
desanimada,1
usoumemantinasertralinafluoxetinaquetiapinavacina,1
nomedosagemposologiaqueatiapina,1
osteonutri,1
manhãaasmgcp,1
almoçolevotiroxinamcgcp,1
jejumatenololmg,1
noiteomeprazolmgcp,1
neuleptil,1
sauerbronn,1
gouvea,1
polipós,1
vesiculasem,1
copnstipaçãocd,1
amitza,1
mcgecg,1
potassiocloreto,1
evmetoclopramida,1
evmedicada,1
diagnósticaobesidade,1
condutafluox,1
procriação,1
continuonega,1
testiculares,1
retossegmoidectomia,1
hartman,1
jejuno,1
mlkgpressão,1
filhoencontra,1
anictericacorada,1
seneurologico,1
hetori,1
multimodal,1
soprorespiratória,1
palpaçaõ,1
esfacelos,1
cranioatendida,1
fisioterapeutaaguarda,1
gerenciamentoprevenção,1
lppprevenção,1
sanguineaprevenção,1
broncoaspiraçãoprevenção,1
flebitemetasmanter,1
deus,1
virgilioenfermeiroa,1
leitocorada,1
recusado,1
itemdimenidrinato,1
hospitalarsacado,1
edemaentregue,1
receitaatestado,1
suzianne,1
giorgi,1
avaliaçãonatendimento,1
mamando,1
posiçãoreforço,1
pacienteproveniente,1
altacom,1
reginotécnicoa,1
aparentesmantem,1
consequencia,1
valacicloviralergias,1
zosterconduta,1
sérias,1
anestesistaagendo,1
benig,1
meninges,1
paraparesia,1
crural,1
antibiótcio,1
avisada,1
cetônicos,1
esogastro,1
operatoriacirurgia,1
cataratasem,1
nayr,1
ventura,1
idsfagia,1
euneica,1
hemodinamicmanete,1
tvpresponsiva,1
alergiashá,1
febretomou,1
peritoniteconduta,1
adventíciosabscesso,1
geraisprescriçoesretorno,1
estressante,1
peçalaboratório,1
giulia,1
hipocrômica,1
microcítica,1
ferropriva,1
adventista,1
iria,1
cardioversão,1
documentada,1
ventilção,1
restritos,1
acianoticoafebril,1
mecância,1
acimautilizando,1
ssincronica,1
atualca,1
osseador,1
concologicapancito,1
medulartaquiarrtimia,1
procinetico,1
hpmaserviço,1
imobilismoventilação,1
neuroprotetora,1
sabidas,1
encaminahdad,1
evdo,1
assintomica,1
phosphopure,1
supraventricularcoloco,1
flush,1
malignidadeihq,1
triptorrelina,1
zometac,1
peace,1
protocollo,1
capitelo,1
capivasertibe,1
docetaxel,1
protocololeuprorrelina,1
trimestralprogramacao,1
antialgica,1
colunasolicitado,1
doxetacel,1
abiraterona,1
adt,1
genrodessaturou,1
apex,1
broncoespasmoalgo,1
conversad,1
sicssvv,1
estavesi,1
hipocorad,1
imagensanteriores,1
meiastinais,1
bilatrais,1
paraaotica,1
discfeto,1
mnassamconsoliudacao,1
aeroes,1
permeiom,1
acetuacao,1
interlobares,1
permeir,1
aumentos,1
dimenrsoes,1
naturaza,1
osseo,1
toracicoaumento,1
mesnterior,1
assíntomático,1
isotônicos,1
gatorade,1
inferios,1
baciaco,1
hiperconcentracao,1
radiofarmaco,1
evidenntes,1
calotta,1
escapulas,1
atuaistc,1
regionais,1
tecnologia,1
textural,1
osteófitos,1
elet,1
tgotgpbtf,1
prtocolo,1
alteraçoescontrolest,1
recuperou,1
realzado,1
pesorelata,1
ansiedadenega,1
gestaçãoaltura,1
vidasolicito,1
geraisamato,1
profilativa,1
familares,1
tramento,1
bethina,1
carlosdejanira,1
noras,1
trouxeram,1
poupala,1
metxconverso,1
incurabilidade,1
suportereafirmo,1
prejuizo,1
cerco,1
silencioacolho,1
valido,1
previofalo,1
visceralalinhamos,1
sofrimentosfamiliares,1
religioso,1
pastor,1
evangelicos,1
religiosidade,1
servindo,1
negação,1
transcraniano,1
esem,1
snemlh,1
mlsegue,1
cavitários,1
folfirinox,1
eciv,1
acabado,1
mantense,1
frequentesalergias,1
edemasobserva,1
encravadaconduta,1
synolis,1
nomedn,1
medicamntosa,1
qsexd,1
diabtes,1
ureias,1
ferretina,1
hdkl,1
lldl,1
geritricalimpeza,1
hgiene,1
epsodio,1
diastrabalha,1
esforçonega,1
chaaaglasgow,1
bilateralmenteabdome,1
negativodor,1
vômitoshpp,1
gabapentinaem,1
anictéirca,1
estalitosabd,1
retossigmoide,1
gástricoausência,1
oncologicapaciente,1
traçados,1
atualconsciente,1
continuidadeenfermaria,1
catharina,1
habistos,1
ativoneuro,1
planabrnf,1
bpmmv,1
gisela,1
caes,1
desconfortoabdome,1
massasext,1
anosp,1
echaaa,1
diagnósticaconsulta,1
polimixinameropenemvancomicina,1
fisioterapeutatardehprocedimentos,1
quadriceps,1
sofá,1
qudro,1
transfrência,1
maném,1
memebrana,1
hidantalizo,1
corticoideterapia,1
pensando,1
abrupta,1
funculo,1
nádega,1
tireoidectomizada,1
vertical,1
iliostomia,1
periféricarecebe,1
dianão,1
invasivonão,1
abdominalnão,1
alcancenão,1
vomitonão,1
avaliaçãoqueixa,1
prednisonaverifico,1
infiltradopassou,1
dispneiaverifico,1
alteraçãoverifico,1
desconfortopacietne,1
morbidahd,1
aecdencaminho,1
cardiologistaencaminho,1
pneumologistaoriento,1
hospitalarorientaçõesgerais,1
cuidadoforneço,1
pedidoalta,1
depaciente,1
ddevido,1
hiepremia,1
naoreumaticos,1
epicárdico,1
devega,1
extracorpórea,1
intraoperatórios,1
cristaloides,1
itr,1
esteroidal,1
calóricoproteicas,1
atingidas,1
calóricoprotéicas,1
conciliação,1
tromboembolia,1
guardas,1
reconciliar,1
roghan,1
secando,1
mamadeiras,1
apneonatal,1
gestaçãoeco,1
fopalimentação,1
hvacinas,1
feitasalergias,1
negarecebefi,1
vofototerapia,1
platina,1
telefones,1
laborais,1
realzada,1
ordenha,1
comemorativos,1
hipotirodismo,1
integrasfo,1
comg,1
rades,1
aqulizado,1
conformep,1
recrição,1
meica,1
aboratorais,1
afedio,1
cagua,1
potocolo,1
anogpnmac,1
mesigynadum,1
cousg,1
mamasabd,1
ravalio,1
relatamelhora,1
antihistaminico,1
solicitaram,1
diclofenac,1
comprou,1
hipertroficos,1
lucca,1
dvdih,1
incompatibilidade,1
fisíológicas,1
giulianna,1
miquelão,1
cegueira,1
fotorreagentescd,1
gpcpn,1
oftalmologistaorientações,1
negadoença,1
negador,1
exsem,1
alteracoesbcf,1
dipironaoriento,1
identificacaocama,1
glicofiosiologico,1
bombva,1
infusaomonitorizacao,1
pulsoincisao,1
oclusivodreno,1
joelmarealizado,1
curativosdespresado,1
drenose,1
medicacliente,1
clínicoconsulta,1
cardiologiaterçafeira,1
queixashistórico,1
cidihipertensão,1
físicoceap,1
amanhaceu,1
comdor,1
psicopedagogo,1
fonoh,1
conegativoustvnl,1
préh,1
seletividadeh,1
idadeantropometria,1
polaciúriaao,1
hiorrafia,1
consiliar,1
laa,1
emelina,1
kothe,1
cuidaora,1
apresntou,1
novamentee,1
infecto,1
cefepimevancomicina,1
gla,1
advrcr,1
mvdiminuido,1
moradia,1
alvenaria,1
higiênicosanitárias,1
estimação,1
extracurriculares,1
dispersas,1
confluente,1
peritrigonais,1
ângulos,1
microangiopatiagliose,1
kardia,1
controleculturas,1
susan,1
colicistite,1
genitállias,1
coxartrose,1
eupneicosem,1
medicaentos,1
positivobeg,1
eufonicacurativo,1
aturando,1
retristo,1
mqp,1
rotinahistória,1
estével,1
examinado,1
midcoxofemural,1
diuresepassada,1
mieinstalado,1
despertardieta,1
kf,1
hti,1
htf,1
tcai,1
tcaf,1
volemia,1
mlnipride,1
mlgrealizado,1
procendente,1
relado,1
churrasco,1
libação,1
pseudonormal,1
agudasubaguda,1
intermédio,1
culpada,1
dificultada,1
trombótica,1
restabelecimento,1
coronário,1
anômaloacinesia,1
segmentosdisfunção,1
morfofuncionais,1
reestudorealizado,1
intercorrenciasevidenciado,1
anamtomia,1
percutaneoencerrado,1
hemostaticooptado,1
momentoalta,1
corornariopatia,1
afebrilneuro,1
défictcardio,1
soprosrespiratório,1
diasprescrevo,1
isquemicaoriento,1
confeccção,1
anurico,1
mmol,1
felicio,1
colonica,1
totaldra,1
roselma,1
marcelprocedimento,1
intercorrenciasevolução,1
examechevostek,1
tatuagens,1
hidroxivitamina,1
repor,1
ptx,1
anuais,1
supraaventricular,1
ectopicas,1
supraventiculares,1
conduziram,1
aberrância,1
funçõoes,1
sistólicas,1
reorientação,1
penisqueixa,1
easstatus,1
xectoscopia,1
educador,1
admisão,1
bananaaderente,1
dúvidaspeso,1
cirúrgicoh,1
cienteh,1
janini,1
diagnósticalsc,1
doxepina,1
advantan,1
hidroclor,1
uiti,1
esporacica,1
dpocmedic,1
spioltotrelegy,1
ecod,1
macrossomia,1
dejeções,1
doloriso,1
reicidva,1
exds,1
hgnlgliucrvldlautgppsatpsaltltshunlvit,1
bcolhdlldltgotghbgvit,1
condutadozemast,1
mcgsldia,1
cartelas,1
frascoap,1
suicidioao,1
inocentepanturrilhas,1
suicidocd,1
carvao,1
hidratdo,1
alteraçõesmantendo,1
quedasmanter,1
repunionada,1
mcom,1
recorrentesqueixa,1
labialconduta,1
aciclovirstatus,1
metropololnega,1
exameminusculas,1
inframamarias,1
contactuano,1
rodrigopaciente,1
padt,1
eencaminhado,1
leitorealizada,1
dorencaminhado,1
rgião,1
dconduta,1
direitostatus,1
opby,1
bemágua,1
litroem,1
pegaderme,1
enta,1
articulartes,1
dambulaçao,1
mobilidadae,1
medicoglasgow,1
orientadaeupneicaafebrilhidratadacorada,1
abdominalja,1
examesmãe,1
abdominaldiarreia,1
ontemhoje,1
hdapencite,1
inflamatorioacomodada,1
